Table_Number,Table_Name,Table_Sub_Name,Table_Section,Breakdown,Quarter,Unit,Value
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",201903,Count,370
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",201906,Count,820
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,201906,Count,1250
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,201906,Count,2050
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,201906,Count,3190
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,201906,Count,2650
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201906,Count,1410
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",201906,Count,370
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",201909,Count,780
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,201909,Count,1090
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,201909,Count,2090
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,201909,Count,2740
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,201909,Count,3020
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201909,Count,1850
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",201909,Count,360
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",201912,Count,800
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,201912,Count,1210
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,201912,Count,2120
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,201912,Count,2710
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,201912,Count,2930
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201912,Count,1920
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",201912,Count,400
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202003,Count,810
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202003,Count,1210
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202003,Count,2170
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202003,Count,2690
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202003,Count,2770
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202003,Count,1950
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202003,Count,400
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202006,Count,830
